Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
-0.56577,1.34261,-2.87167,0.09281,1.46881,1.80768,0.07089,Bad
0.08717,-1.13895,-1.14577,2.80637,2.23187,0.45955,-2.63998,Good
-3.26554,-1.02756,-2.20022,-2.16181,2.12344,3.67267,-4.38211,Bad
-1.34224,-1.61009,2.00573,2.10337,1.37618,-0.99703,3.48936,Bad
-1.95349,1.45842,-1.24369,-0.56588,1.07432,0.30692,-3.65322,Good
-3.04106,-2.04346,-1.29891,0.85651,2.04018,4.47408,0.13800,Bad
-0.84444,-2.54502,2.78287,1.43966,3.14089,0.44187,-2.18990,Good
0.07644,-0.89661,-1.10530,1.38961,0.84894,1.53221,-0.15963,Bad
1.39978,1.03634,-0.64247,1.48002,-0.92523,1.13123,-2.38409,Good
0.92369,0.66440,-3.14103,3.06143,-0.24206,1.95401,0.61841,Good
-1.47616,-0.32060,-0.42491,0.31364,1.13504,0.91993,-1.36135,Bad
-2.61403,-3.35735,-3.30869,-0.90942,3.49454,4.97588,2.05823,Bad
-0.43382,-0.01532,0.14329,0.64762,-0.79060,-0.71010,-0.31193,Bad
2.91323,-4.51322,-1.73533,-0.77427,5.08439,0.32079,1.97561,Good
-1.90470,-2.76375,1.20419,2.44480,-0.76101,-0.59191,-2.35026,Bad
2.26561,-1.82275,-2.67785,2.38582,-4.08621,-0.52824,-1.13525,Bad
-1.84851,-1.76264,-0.93523,0.30371,-1.09440,2.63334,-1.47487,Bad
-2.26891,0.35062,1.02327,0.00015,1.01919,-1.32280,-0.02277,Bad
-1.02116,0.66286,-2.09662,1.40041,0.41918,-1.33408,1.12819,Good
-2.76870,2.34962,-3.01633,1.13601,1.78868,1.47419,0.56935,Bad
-2.24457,-0.59244,-1.45841,0.61535,-2.08731,1.95134,-0.49117,Bad
-1.23090,-0.60153,0.05319,3.09088,-1.04922,-3.23957,-0.88599,Good
-1.01706,-2.32369,-0.68431,2.01183,-0.96965,1.86784,0.27687,Bad
-0.95678,1.22821,-1.28304,1.90825,1.37709,-0.21828,-0.20158,Good
-3.63450,-1.86359,3.85893,-0.83110,1.47469,-0.03891,-1.18982,Good
-1.76907,-1.49086,-0.41466,0.32357,-0.77897,1.59154,-1.50777,Bad
1.91586,-0.98894,-1.04935,1.00481,2.38498,-0.82730,2.40789,Good
-1.21081,-0.72453,0.83479,-1.62605,0.23362,-1.56959,1.12442,Good
0.61740,-2.57457,-0.56499,2.73869,2.32060,-1.70667,4.68795,Good
3.18251,-1.23740,-2.91953,1.59667,-0.68864,1.56420,1.52504,Good
0.02565,-0.32616,-1.23943,-0.48680,0.39559,-0.12762,2.47758,Good
0.23486,0.21770,0.34776,0.09971,0.73310,0.43058,-2.89387,Good
0.98643,-2.75497,2.13742,2.13553,1.20255,1.50078,-0.53409,Good
1.68593,-4.27566,-1.59990,0.99857,0.64107,4.52660,-1.92677,Bad
0.68400,0.26412,-2.77546,0.37644,-0.12945,1.24831,-0.35253,Bad
-0.58212,-0.14237,-0.05709,1.16417,-0.54629,-0.31858,-2.08887,Bad
1.69587,-2.17052,-2.49074,1.00922,-1.02245,0.92909,-1.07215,Good
-3.28787,-1.73860,-1.41594,-0.19059,-1.13440,2.38989,-3.20116,Bad
0.41786,-3.21508,1.87923,1.47047,0.01174,2.86434,1.26025,Good
1.79287,-3.42483,-4.08791,0.10256,0.12241,2.33076,0.91440,Good
0.43314,0.10009,-2.64677,3.00665,-1.38911,-1.81838,-1.15329,Bad
-1.71989,-1.66445,0.44636,1.55768,2.12010,0.65771,-0.97791,Good
-3.32777,0.45711,3.01328,-0.73010,1.46823,-0.91962,-3.30978,Good
-2.00112,1.60274,-3.24480,0.58451,-3.10152,0.96739,0.60247,Bad
-4.78653,0.52441,-2.73031,-0.03586,-0.07100,3.45310,-1.33465,Bad
1.20179,-0.36270,-3.07123,0.30930,1.67693,0.37724,0.25498,Bad
1.85334,1.14282,-0.65687,3.64315,-1.89717,-1.12815,-0.92331,Bad
1.90838,-2.77633,-0.20238,-0.80346,3.12093,-0.82736,1.30055,Good
-2.05228,-1.30023,-1.01316,1.78799,-0.95896,0.72476,-1.61453,Bad
-0.47352,-1.63435,-0.22226,0.87047,-1.75800,0.63838,-1.31224,Bad
0.60509,-1.54507,-3.28613,0.60634,2.01806,0.72215,2.51854,Bad
-1.25280,-0.27339,0.48444,-0.13716,0.23082,-2.26671,1.01775,Good
-1.02157,-0.56014,-0.27519,2.98236,-1.09981,-2.23772,-1.12016,Bad
-0.56963,-2.39195,-1.13963,2.66177,3.45259,-2.79159,2.09780,Good
-0.97765,-0.30542,-1.86219,0.18380,3.30155,0.72802,2.74474,Bad
2.88636,-2.89257,-5.95832,-1.05118,5.91558,2.00715,2.70055,Bad
0.87446,-0.17889,-2.02570,2.45590,-1.15745,0.54504,0.62914,Bad
-1.74512,-2.07404,-0.43017,1.38674,2.48231,1.44109,2.97738,Bad
-2.66266,-2.60167,-0.05871,2.15443,0.09433,1.55342,4.03715,Bad
-0.40651,-0.43756,-3.78186,-0.57698,2.94205,2.84226,-0.27216,Bad
-0.34040,-2.91643,3.00238,1.33568,2.75484,0.78166,-1.08015,Good
-2.62364,0.29993,1.77698,-0.85428,2.23850,0.70452,-0.51516,Bad
4.13638,-2.05847,-0.12452,-2.00165,4.24830,0.85035,4.39366,Good
-2.93725,-0.57716,-1.10648,0.35784,0.91383,2.93755,-0.95187,Bad
-1.85778,2.34886,0.54023,-0.56570,1.60993,-3.10911,1.23069,Good
-0.93229,-0.99809,-2.15009,0.04779,1.81195,1.61435,1.35316,Bad
1.13930,-0.18091,-3.11008,0.34735,2.56480,0.35435,0.12490,Bad
0.41794,-2.95969,0.97128,3.98754,2.07612,1.51289,0.24826,Good
-3.40587,-1.88977,2.89931,-1.03475,1.43497,0.52441,-3.18496,Good
0.29257,0.67749,-1.47344,2.47746,-1.36170,-0.12869,0.00424,Bad
0.35235,0.25523,-0.47564,0.20709,0.95436,-3.09394,5.58812,Bad
0.54849,0.48898,-1.99585,2.46790,1.70492,1.27859,-0.62764,Bad
-0.65801,1.28888,2.79956,-1.65504,-0.30771,-2.50017,2.87814,Good
1.43811,-1.18578,0.48832,1.49616,-1.07027,-1.11198,1.71270,Good
0.24107,-0.55524,-1.83248,0.66681,0.75338,-0.22188,-2.39270,Bad
2.24326,-4.07930,-1.56746,2.34782,1.06650,0.00440,2.53684,Good
2.78945,-0.35012,-4.03220,-0.07598,2.11307,0.11545,-1.45422,Bad
-1.32677,-0.50295,0.14557,0.87271,1.65547,0.75640,-0.77713,Bad
-0.93888,-0.16964,-0.22023,1.26368,1.35326,-0.14425,1.22899,Bad
-1.45072,-1.87330,-0.74318,1.98155,-2.09282,1.69148,0.78461,Bad
-0.15727,0.82970,-3.27216,1.22689,-1.36459,1.48791,1.05251,Bad
-2.82372,-0.45123,1.08220,0.83398,2.47182,-0.82195,-2.69872,Good
0.48573,-4.69467,-1.94594,2.02209,0.86183,-0.64301,-1.41463,Good
0.17660,-2.67506,-3.96871,1.41370,-4.56302,3.66340,-0.16204,Bad
-2.02551,-1.07374,-0.56539,-0.32139,0.45494,0.24874,3.66977,Bad
-0.93616,0.30012,-1.94379,1.19678,-1.96699,-0.66234,-0.65147,Good
-0.53345,-1.60515,-5.71513,3.09368,-3.30301,2.25509,-1.98157,Bad
0.61717,-1.36169,-2.62116,-1.07520,3.26081,1.32673,-0.80529,Bad
-0.03651,-0.97989,-0.98587,-0.24179,4.41139,-1.87052,1.97078,Good
-3.94366,-0.79298,0.09942,1.24508,2.43216,1.61613,4.30843,Bad
-0.55344,-1.48523,1.17821,-0.76607,0.72614,1.21432,-3.31590,Good
-0.37386,-0.76607,-2.41765,-0.01979,0.21520,-0.58897,3.54347,Bad
0.09410,0.40729,-0.39013,2.53080,-3.12998,-0.32217,-3.10168,Bad
-0.53025,0.49325,-1.33510,-0.05389,0.91902,-0.61612,-0.46154,Bad
2.46124,-1.37205,-4.43261,3.06703,-0.61964,1.44031,0.74938,Good
0.20939,-2.04750,-1.24870,2.05407,-3.07383,0.56499,-0.90961,Bad
1.38797,-2.54003,-2.84965,1.08198,0.34286,1.91619,0.62810,Bad
1.93234,-1.78517,-0.05008,0.77734,0.09889,2.41539,-0.68616,Good
0.54608,0.45463,2.02350,0.25140,-1.45323,-1.61701,1.22097,Bad
0.41382,-1.21651,-1.41426,-0.18365,-0.36497,1.29281,-2.12480,Bad
1.51769,-2.03226,-0.49968,1.66358,0.15514,-0.38889,3.79332,Good
-2.09091,0.40044,-3.48102,-0.59606,1.38785,4.54788,-0.44835,Bad
-0.52075,-5.41373,-1.12315,2.98276,0.34723,-2.10436,-0.42670,Good
-0.50387,-0.42342,1.65468,-1.08526,0.07977,-1.75453,2.04608,Good
-3.65840,-3.33050,-2.03257,0.27646,3.93291,4.95453,2.83148,Bad
-1.39488,-2.15546,-2.93789,2.30747,-0.94096,1.32830,-3.12542,Bad
-0.26714,-3.38401,4.07912,2.31754,-1.93753,-2.74064,-1.96568,Bad
-0.98692,1.65029,-1.20317,-0.81864,0.46366,0.71101,-1.65533,Good
-3.34877,-2.20840,2.57342,1.35963,0.87291,0.62560,-0.12970,Good
1.74048,-0.86207,0.93108,2.51176,-0.07228,1.47310,-0.51298,Good
-1.56124,0.73222,1.60112,-1.34836,0.45559,0.83294,-2.81366,Good
0.27376,-1.72382,-0.37611,0.81706,0.99227,-0.81917,1.29349,Bad
-1.55230,-0.56883,-0.29529,1.01540,2.71691,1.53734,1.15586,Bad
-3.96559,-0.49304,2.15255,2.13458,0.05129,0.84634,1.90128,Bad
-2.40255,-1.46636,1.36786,1.76868,4.17483,-0.85622,-2.66138,Good
-2.39374,-1.02134,-1.34156,-0.90034,0.29552,4.50804,-0.69651,Bad
-0.71182,-1.11442,-1.33215,0.66011,1.30909,0.15904,2.07040,Bad
-0.06821,-1.51163,-2.02850,0.29191,1.65443,0.57752,2.51837,Bad
2.12277,-4.22985,-0.23854,2.11248,2.86572,-1.34761,2.65347,Good
1.57982,1.52302,-0.12771,-0.52510,-1.52987,0.02707,1.40352,Good
-2.05578,-3.35532,3.55430,0.90430,2.36848,0.39388,-0.08334,Good
0.14867,-1.49797,-0.31432,-0.84065,3.56320,-1.60354,1.79181,Good
0.18795,-1.35983,-1.87338,2.31766,-2.95371,0.64581,-0.19936,Bad
0.51906,-0.75513,-2.98766,-0.58886,4.10854,0.85376,1.09028,Bad
1.18068,-2.42192,-0.85258,2.40915,-3.60238,-0.80621,-1.41635,Bad
-2.59960,1.55356,-0.30075,-0.05739,2.26118,-1.29158,-4.43408,Good
2.22223,-1.45801,-1.28635,1.47997,0.34461,-0.09930,1.50156,Good
-0.30120,-1.57481,0.39178,1.16051,-1.47941,0.48021,-0.59116,Bad
1.33004,-0.79075,-1.28355,3.53616,-5.81431,-2.07925,1.38741,Bad
-1.62385,-3.77212,-1.24128,3.85791,0.24802,-2.94042,-0.75616,Good
2.01995,-1.48637,-2.33194,-0.39632,0.01263,-0.27565,0.01933,Bad
-1.97668,1.46337,-0.54058,-0.01042,2.22222,-0.56646,-3.78084,Good
-1.15761,-1.26310,-1.68096,0.73312,0.18683,1.20039,-0.24299,Bad
1.51247,-3.01130,-1.71457,3.71648,3.47141,-2.31864,1.04844,Good
-0.40720,-1.17341,1.73620,1.51993,1.62925,0.05660,-0.48389,Good
-0.50418,-1.49626,-3.32218,0.79911,0.38392,2.27824,0.99155,Bad
0.75498,-2.54022,-0.91493,2.15475,-1.78537,0.90678,-1.27265,Bad
-2.08593,1.27400,-0.91067,1.51073,4.98886,-2.11224,-4.08574,Good
-1.41535,-2.33386,-1.91049,0.70561,0.75209,3.44224,-2.30415,Bad
-1.99641,1.14512,-0.82224,2.40796,3.78358,-1.12337,-1.51937,Good
-0.60963,-1.74773,0.94468,2.44803,-0.39748,1.17733,1.83775,Good
2.22331,-0.23145,-5.85357,2.01611,0.48677,5.02265,-4.86842,Bad
0.50734,0.59811,-3.30943,2.30268,0.30712,2.12906,1.93151,Bad
-0.53663,-0.39236,-0.59925,0.45353,0.79383,-0.22526,1.21718,Bad
-3.19377,2.13011,-0.24750,-2.62095,4.22631,4.59035,1.52911,Bad
0.26530,0.42014,-1.40840,2.47171,-0.61714,0.42493,1.23627,Bad
-1.31780,-0.96276,3.43920,2.16522,-0.76270,-1.98448,0.64041,Bad
0.96746,-0.68438,-0.39476,1.39421,0.67841,-1.84571,-0.42966,Good
-1.09019,0.37693,-2.75920,0.64565,3.19525,1.43518,0.85958,Bad
-1.23456,-1.11928,-1.30746,0.97048,-0.35144,2.78842,0.03287,Bad
1.66887,-3.59243,-2.90786,1.59858,-0.84983,0.75207,-1.66021,Good
-1.33397,-2.24120,-0.75442,2.18807,-1.08846,-2.19326,-1.28885,Good
-0.12490,-2.29186,0.95440,1.01276,-0.67069,2.14755,-1.41902,Good
-3.64645,-0.23961,-0.30674,-0.66217,-1.19371,2.50441,-0.62538,Bad
0.72100,-4.17670,-1.53372,2.52465,0.40721,-0.95745,0.06061,Good
-0.27287,0.79142,-0.03159,1.65389,0.04197,0.37424,2.26429,Bad
-0.50088,-2.06647,-1.49461,-0.03332,3.39047,0.73825,3.23044,Bad
-1.37843,-1.09547,1.55284,2.13374,1.70641,-0.14061,-1.42972,Good
1.17525,-2.02345,-0.60844,2.11125,1.57969,-1.60450,2.06865,Good
0.84986,-2.72172,1.01004,4.37973,1.99834,1.54914,0.34035,Good
-2.22972,-0.00276,-0.39104,3.11157,-1.02605,-3.98149,-2.98311,Good
-0.87937,-0.41243,2.14278,-0.24635,0.65308,0.29823,-0.54983,Good
1.08418,2.44884,-0.83240,-0.26102,-0.71878,-0.57495,-0.93223,Good
0.59441,-3.38068,-0.87782,0.33221,-0.77305,0.04216,0.16870,Good
2.11131,-0.36370,-3.46299,-0.80519,1.54897,-0.23882,-0.71156,Bad
-0.67060,0.12020,0.36261,0.74760,0.77755,-2.26445,4.17939,Bad
-1.58384,-3.11319,-2.01675,0.83212,-0.85294,-0.62521,-0.75857,Good
-4.85272,-2.16370,0.05881,0.26954,2.20664,3.33851,3.36461,Bad
-0.48520,-1.87784,-2.11387,1.76185,-1.61148,3.14898,-3.00029,Bad
-1.37802,1.90702,1.20276,-2.17723,-1.45081,1.13907,-1.62680,Good
1.28351,-1.15730,-5.24809,0.26214,4.14718,3.80748,-1.31035,Bad
-2.08304,-0.68060,-0.73889,2.17080,0.61950,1.86624,-0.46748,Bad
2.32244,-4.27950,-0.09755,-1.53377,-4.07867,1.01090,-4.37222,Bad
-2.07296,0.29600,-1.83346,1.54568,0.50281,2.39890,0.96014,Bad
-1.32933,-0.88433,0.55511,-1.75729,-1.23174,2.76607,-1.48872,Good
-0.93077,-1.13029,1.21503,-0.59283,-1.57523,0.25995,-1.20066,Bad
1.69653,-0.94179,-0.00875,2.53122,-1.16023,-1.00194,1.82053,Good
3.60223,-1.65756,-0.60762,2.03463,4.05621,-1.12944,4.12527,Good
2.58346,0.93620,-1.43134,3.42837,3.01391,-2.26980,1.81555,Good
-1.63913,0.02170,-1.88506,-0.41321,0.05947,1.73166,-1.43749,Bad
0.28872,-3.26904,1.79889,1.84731,0.29325,3.09294,2.21989,Good
-2.39808,-0.80796,1.91127,1.56691,0.06874,0.13731,0.27745,Bad
-2.40289,-2.01997,-2.54068,0.67043,0.18300,2.84502,-3.53484,Bad
-0.49475,0.80419,0.32404,0.96644,-1.88319,-1.00323,1.26876,Bad
0.82597,-0.79205,-0.50204,-0.56249,0.72155,-0.09862,2.83682,Good
2.08860,-2.47810,0.74434,1.94937,-0.06661,2.45235,-1.42851,Good
-2.31737,2.50994,0.07474,-0.42584,1.48998,-0.99954,-1.87360,Good
2.72865,-2.73893,-4.56921,3.42901,2.38808,0.53486,0.44576,Good
0.77899,-0.63706,0.73090,-0.06236,1.01676,-1.47882,2.54890,Good
-5.97503,-0.82974,5.53886,2.01083,1.41567,-0.99771,5.41604,Bad
0.49992,-0.64234,-0.88636,-0.71094,-0.79448,0.07319,-0.02188,Good
1.92758,-0.07099,-1.83778,1.70616,-2.19891,0.44322,-0.16624,Good
-1.38491,-2.29585,-1.56133,0.15698,3.61602,1.87715,1.87606,Bad
2.44958,1.37339,-0.22266,2.73606,-0.28666,-1.37786,2.35381,Good
-2.36115,-1.05680,-0.47805,-0.02260,0.12259,2.11089,-1.56904,Bad
-1.57593,-1.18409,2.65174,-0.74293,-1.85114,1.99325,1.60228,Good
-4.49823,3.59869,-0.51006,-1.40400,0.99503,-1.03517,-4.52503,Good
-0.15502,-1.90117,2.61514,1.09125,1.64263,0.37868,-1.70531,Good
-3.73062,0.73358,0.37401,1.03224,3.30998,-1.62015,-4.96991,Good
0.38325,0.37994,-2.24108,2.90053,4.19164,-2.85976,0.19286,Good
2.68788,-4.22082,-1.91556,1.83803,0.65954,0.19348,-1.21914,Good
-1.24091,-1.25802,-1.63756,0.48652,3.51519,1.66993,1.96329,Bad
-1.97530,0.14892,-2.06525,0.97176,1.00998,-1.99648,-1.31079,Good
-4.84440,-1.63511,1.93569,-1.31728,0.57354,1.53555,-3.41616,Bad
1.05796,0.24802,-1.84270,2.49755,1.08357,1.18973,1.70274,Bad
-0.01277,-1.84303,0.33622,1.94601,0.27262,0.59707,-0.77177,Bad
-0.81989,-2.35346,2.60604,0.15499,1.29949,1.21161,-2.83089,Good
-1.02634,-0.07189,-1.44802,-0.33352,1.67363,3.02259,-0.32544,Bad
-0.02015,0.69064,-1.93056,1.77843,0.02448,1.92613,-2.30592,Bad
1.20312,-1.88709,-2.55197,1.08027,3.49923,-0.42748,2.92877,Good
0.43269,-4.79289,0.86042,1.65836,-1.37283,-0.59650,-5.05659,Bad
1.53399,-3.79747,-0.63892,1.76102,-2.65444,0.76413,-2.40341,Bad
-1.19407,-1.70924,1.53127,0.91514,0.29344,0.08883,-1.29414,Bad
-0.63394,-1.64372,-0.63528,1.42587,-2.04385,0.44363,-1.22799,Bad
2.77832,-0.40148,-2.26667,2.09210,2.56327,-0.75664,0.09865,Good
-0.01372,-0.11618,-0.86642,0.55855,0.38090,2.56454,-0.21472,Good
-1.38393,-0.93035,1.21182,0.16601,1.20346,0.74636,-0.76185,Good
-2.46914,-0.79528,1.93125,3.51326,-1.47026,1.32766,-1.19243,Bad
-1.23341,0.64104,0.93646,-0.55116,-1.82710,2.04733,-0.17143,Good
-0.09782,-1.74979,0.10575,1.17335,-2.86732,0.48789,-0.36466,Bad
-2.37561,-1.04019,0.86726,1.09115,1.47316,1.43568,0.24474,Bad
0.77311,-3.64211,0.77803,-0.98916,4.43059,-1.72681,3.05060,Good
1.32812,-0.46270,-1.78406,0.33462,1.59962,1.02321,-1.74592,Bad
-1.21531,-0.98865,1.48423,1.11743,0.17630,0.97365,-0.25532,Good
1.68167,-1.71290,-1.28232,1.76874,0.03830,-0.93657,2.82177,Bad
-4.12019,-1.74956,1.30536,1.10740,-0.19556,0.48847,4.21041,Bad
4.26439,-2.03846,-3.29264,2.14356,2.02430,1.16668,1.65777,Good
3.26362,-2.12020,-1.68795,1.53192,1.75837,0.04714,0.77632,Good
1.07938,-1.35037,-0.91410,0.04437,2.77897,-1.16180,2.00645,Good
1.81974,-1.17409,-2.77229,-0.03964,-1.43785,1.64881,-1.09870,Good
-2.85233,-0.29760,2.19135,-0.62121,-1.75634,1.39084,0.71683,Good
1.25098,-4.18294,1.22543,0.36195,-3.25354,0.52550,-2.60312,Bad
-2.15483,-1.79359,-1.10218,-0.21842,-1.24525,2.20283,-2.61231,Bad
-0.87490,0.01182,-0.53783,-0.58620,2.12716,-3.42637,6.13106,Bad
-2.77141,-1.08459,-1.72384,1.38240,0.18927,3.65469,0.30834,Bad
0.20149,-0.96401,-0.82737,1.02479,-2.59741,1.52553,0.86479,Bad
0.10773,1.73616,-0.75668,0.16180,-1.47747,1.78270,0.57977,Good
0.02434,-2.21591,1.30957,1.56984,-2.79833,-1.29003,-1.23120,Bad
0.49495,-1.53767,-0.20269,1.30519,-1.37638,1.45128,0.82507,Bad
1.60127,-0.98449,0.52944,1.66076,-0.87587,0.76727,1.89540,Bad
-0.85442,0.21667,0.78363,-0.09394,1.77885,-2.46949,2.54445,Bad
2.77967,-1.91336,-1.15809,1.89736,1.10911,-0.55788,0.80116,Good
-2.34426,-4.02897,0.28357,-0.51844,-0.54355,2.68718,-4.92196,Bad
-2.32064,-2.17068,0.36727,-0.14576,-0.91255,0.93479,-3.12840,Bad
-0.79157,-0.47279,1.08745,-1.48911,-1.46725,3.52059,2.13549,Good
-1.34661,-1.26277,0.38321,-0.21912,-2.54775,0.79274,-1.05217,Bad
-0.92241,-2.28755,2.11165,0.85266,0.45667,2.05795,1.56190,Good
3.95110,-0.04196,-5.21688,-0.82337,1.58215,-0.82440,1.33804,Bad
0.66148,-0.17253,-1.29294,2.28701,-1.04562,-1.02666,0.46109,Good
-3.42702,-1.28888,-1.15108,0.01791,-0.32982,3.94356,-1.14654,Bad
-2.17759,1.45974,1.83374,3.11920,-1.90602,-4.28131,1.68984,Good
-2.48018,-1.32874,0.88292,3.43289,0.62778,0.52380,2.03541,Good
0.82971,-1.06049,-4.08479,-1.22555,3.74048,2.82387,-1.93230,Bad
-2.43000,-1.18176,-2.51968,-0.75367,-0.79876,3.18240,-2.76358,Bad
0.08758,-0.27418,2.01660,-0.40217,4.10758,-3.34677,3.99148,Good
-0.91004,0.34600,1.56193,1.74713,0.39003,-0.38601,1.55237,Bad
-2.12339,-1.68908,2.82459,-1.33005,0.95595,0.77255,-4.12569,Good
1.43299,-2.72689,0.72977,2.16579,0.95195,2.92485,0.36616,Good
0.63058,1.49917,-2.00808,1.85758,-1.19289,-1.29994,1.01953,Bad
0.60534,-0.35498,-1.01471,0.60430,0.89636,1.78734,0.29852,Bad
0.86793,-3.13213,0.23307,1.26855,1.61314,-1.99474,1.10182,Good
2.35551,-2.57199,0.97848,1.90733,-0.74219,2.94143,-1.13820,Good
1.17659,2.57844,-1.92419,4.26968,-0.85047,-1.79906,0.58307,Good
-2.30377,1.87845,-0.44680,0.32272,1.17103,-0.82140,-2.67451,Good
-1.72289,-1.18318,-1.89024,-1.06036,1.84886,5.20161,-1.12185,Bad
0.84949,-0.23171,0.93665,-0.87335,2.42644,-1.88818,2.81035,Good
-0.89432,-0.98859,-0.37844,2.90581,-3.11810,1.26898,-0.58486,Bad
3.48991,-3.71002,-3.24449,2.48014,0.06155,1.49473,-0.43604,Good
1.10258,-2.18971,-1.31849,1.90825,-3.67447,0.09565,-1.16481,Bad
3.30526,-0.36583,-5.15042,-0.88156,4.54510,-0.28323,1.47226,Bad
-2.91843,-1.99624,-0.96556,1.03959,2.49859,2.75087,2.54542,Bad
1.99230,-1.20986,-3.08444,1.11477,-0.13117,0.80479,-1.07162,Bad
-1.02215,-2.65327,-0.91411,-0.11285,2.74026,1.20328,5.09835,Bad
-2.29967,-1.43838,0.53220,1.93477,-0.64595,0.21596,3.68302,Bad
-4.32340,-0.48086,3.11194,2.47199,-1.27993,-0.83338,5.52906,Bad
-0.42047,-1.27985,-0.29486,1.25545,0.00791,2.21746,0.43802,Bad
-1.12698,1.05173,0.15185,-0.11075,2.06263,-1.20562,-5.04983,Good
1.85887,1.73386,0.15852,1.24501,-1.41117,-1.16129,0.83638,Good
1.03041,-0.38328,-0.31550,3.76526,-0.70765,-1.17669,1.63222,Bad
-3.52372,-2.08745,-1.24162,0.30585,-0.08169,1.57110,-4.43898,Bad
2.63531,-2.32048,0.01143,-1.64348,5.26920,-0.88560,2.96551,Good
-2.33650,-0.40510,1.36461,-0.80063,2.65724,-1.81202,3.88934,Bad
-1.32802,-3.50987,1.18019,1.84472,-2.36146,-0.45398,-3.13053,Bad
-1.42388,-1.86638,1.35755,1.83005,3.36087,-0.07231,-2.37178,Good
-2.94681,2.16191,-2.60557,-0.96484,-0.01798,3.26722,1.30423,Bad
1.65109,0.26541,-2.46842,0.17014,4.07871,0.41349,-1.13106,Bad
1.07899,1.74810,-0.46745,0.97398,-1.77285,-0.54193,1.22443,Good
2.81221,-1.69785,-0.11813,2.58668,-0.56440,1.57694,-0.74452,Good
-1.87053,-1.33599,0.27794,1.89951,2.50913,0.41408,0.24416,Good
-0.01662,0.38020,-1.51094,1.75606,1.64646,2.25479,1.90674,Bad
-3.05986,-1.13309,2.58719,-0.50181,1.68701,0.53682,-1.39617,Good
-1.97328,-3.83050,5.61264,2.10176,2.53471,0.22395,1.64345,Good
-4.08160,-0.57111,2.91717,1.22712,0.49034,-0.49869,2.70959,Bad
0.04047,-1.63322,0.31551,-0.60140,3.66447,-1.83172,3.40475,Bad
-3.77662,1.22456,-2.38530,1.19589,-0.38927,1.61504,0.14983,Bad
1.71843,-1.92021,-0.10880,1.29517,2.47361,-1.30785,3.63788,Good
-2.05969,-0.51308,-1.20369,-1.74300,1.25610,2.74212,-2.51710,Bad
2.96096,-4.55005,-2.84014,1.50272,3.75741,0.12867,0.67382,Good
-0.90151,-1.11678,1.61678,-0.00337,0.87216,1.61647,-0.21348,Good
-1.73171,-2.93246,-0.75145,-0.40701,0.64998,-1.15764,0.63592,Good
-1.38046,-0.52143,3.33571,0.14399,2.51375,-0.46668,-0.03053,Bad
0.18478,-3.97066,3.02080,0.14770,0.07120,2.99197,0.67350,Good
1.34868,-0.73384,1.38923,-0.46738,4.52372,-2.42610,3.61867,Good
0.14219,-2.81612,-3.16117,1.18767,-0.35290,0.26158,-2.58960,Good
-0.67232,-0.92996,1.39618,1.67920,0.34557,1.92774,1.43697,Good
1.91573,-0.43723,-1.95451,2.93740,-1.99859,-0.00419,1.54399,Bad
-0.91695,-0.95061,-0.25611,0.48472,3.90278,-0.30152,1.89216,Bad
1.12784,-2.29010,-2.12190,3.13696,0.16873,-0.87295,0.36463,Good
0.69475,0.60513,-0.36232,1.88923,-0.55033,-1.13756,-0.53302,Bad
-0.03985,-1.50639,-1.03718,2.13890,-0.59518,-1.29982,-2.73403,Bad
-1.74532,-2.97997,0.09321,-0.84221,-0.80143,1.93039,-4.36948,Bad
-3.08603,-1.98563,-0.52729,0.97899,2.20503,1.29836,6.17199,Bad
-1.22242,-1.38961,-1.32268,1.73793,-2.17578,-0.06418,-1.82670,Bad
-0.79931,-0.02782,0.81235,1.75590,-0.78558,-0.92456,0.44987,Bad
0.57369,-0.24044,-4.03975,2.88948,-1.15524,1.70078,0.82241,Bad
0.58595,-1.27327,-2.43030,1.80479,-2.51394,0.56288,-1.07468,Bad
0.95526,-3.63816,-0.72826,0.32691,0.45601,-0.58119,-0.96969,Good
-2.60105,-1.69668,-4.18423,1.08564,-1.32678,2.32345,-4.36825,Bad
0.57119,-1.67090,-1.16268,2.19104,-3.08207,0.67634,0.27088,Bad
0.02546,-1.54019,-0.71058,0.61070,2.31026,0.35123,0.67157,Good
0.69930,-0.56516,-1.66043,3.07614,0.28494,-1.61918,-0.02880,Good
-1.66168,-2.04650,1.48518,-1.04729,-1.81420,0.31841,-2.77866,Bad
-0.27673,-2.27834,1.07335,1.18530,-2.92157,-1.26954,-0.03231,Good
-2.13425,-4.31611,3.24381,1.28954,1.39281,1.41850,-0.39315,Good
0.45731,-3.74091,3.26417,3.42562,-3.96251,-2.85354,-1.00205,Bad
1.92004,-1.65898,-0.23172,0.95370,5.24697,-2.35115,2.81038,Good
-0.37606,-0.94440,-0.50521,0.50485,1.79934,-0.21271,0.62414,Bad
0.01450,-3.91169,4.23548,-0.43487,0.02120,2.60102,-1.29448,Good
-2.29931,-0.67464,0.80573,-0.01155,2.18802,-2.03441,5.37343,Bad
0.84665,0.86625,0.45498,1.21459,0.76561,-2.12801,2.66710,Good
-0.98979,-2.00411,-0.19157,1.60639,-0.65604,1.41697,0.09421,Bad
